1	N	48
1	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	E	68
1	J	68
3	R	68
3	W	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
4	J	297
4	R	297
4	W	298
0	R	298
4	J	307
4	R	307
4	W	307
0	R	307
4	J	328
4	R	328
4	W	328
0	R	328
4	J	332
4	R	332
6	N	334
6	J	335
4	W	335
6	R	335
6	E	341
4	J	341
4	R	341
7	N	341
7	J	342
4	W	342
7	R	342
4	J	344
7	E	345
4	R	345
4	W	345
0	R	345
4	J	367
4	R	367
4	W	367
0	R	367
4	J	507
4	R	507
4	W	507
0	R	507
4	J	515
4	R	515
4	W	515
0	R	515
4	J	558
4	R	558
4	W	558
0	R	558
4	J	638
4	R	638
4	W	638
0	R	638
4	J	913
4	R	913
4	W	913
0	R	913
4	J	932
4	R	932
4	W	932
0	R	932
4	J	1082
4	R	1082
4	W	1082
0	R	1082
4	J	1097
4	R	1097
4	W	1097
0	R	1097
4	J	1123
4	R	1123
4	W	1123
0	R	1123
4	J	1134
4	R	1134
4	W	1134
0	R	1134
4	J	1150
4	R	1150
4	W	1150
4	J	1150
4	W	1151
0	R	1151
4	J	1164
4	R	1164
4	W	1164
0	R	1164
4	J	1300
4	R	1300
4	W	1300
0	R	1300
4	J	1335
4	R	1335
4	W	1335
0	R	1335
4	J	1356
4	R	1356
4	W	1356
0	R	1356
4	J	1395
4	R	1395
4	W	1395
0	R	1395
4	J	1473
4	R	1474
4	W	1474
0	R	1474
4	J	1510
4	R	1510
4	W	1511
0	R	1511
4	J	1528
4	R	1528
4	W	1528
0	R	1528
4	J	1530
4	R	1530
4	W	1530
0	R	1531
4	J	1536
4	R	1536
4	W	1536
0	R	1536
4	J	1560
4	R	1561
4	W	1561
0	R	1561
4	J	1571
4	R	1571
4	W	1571
0	R	1571
4	J	1578
4	R	1578
4	W	1578
0	R	1578
4	J	1613
4	R	1613
4	W	1614
0	R	1614
4	J	1618
4	R	1618
4	W	1619
0	R	1619
4	J	1622
4	R	1623
4	W	1623
0	R	1623
4	J	1670
4	R	1670
4	W	1671
0	R	1671
4	J	1681
4	R	1681
4	W	1681
0	R	1681
4	J	1684
4	R	1684
4	W	1685
0	R	1685
4	J	1695
4	R	1695
4	W	1695
0	R	1695
4	J	1705
4	R	1705
4	W	1705
0	R	1705
4	J	1711
4	R	1711
4	W	1711
0	R	1711
4	J	1716
4	R	1716
4	W	1717
0	R	1717
4	J	1750
4	R	1750
4	W	1750
0	R	1750
4	J	1755
4	R	1755
4	W	1755
0	R	1755
4	J	1891
4	R	1891
4	W	1891
0	R	1891
4	J	2087
4	R	2087
4	W	2087
0	R	2087
4	J	2093
4	R	2093
4	W	2093
0	R	2093
4	J	2104
4	R	2104
4	W	2105
0	R	2105
4	J	2115
4	R	2115
4	W	2115
0	R	2115
4	J	2158
4	R	2158
4	W	2158
0	R	2158
4	J	2227
4	R	2227
4	W	2227
0	R	2227
4	J	2236
4	R	2236
4	W	2236
0	R	2236
4	J	2305
4	R	2305
4	W	2305
0	R	2305
4	J	2317
4	R	2317
4	W	2317
0	R	2317
4	J	2323
4	R	2323
4	W	2323
0	R	2324
4	J	2348
4	R	2348
4	W	2349
0	R	2349
4	J	2361
4	R	2361
4	W	2361
0	R	2361
4	J	2494
4	R	2494
4	W	2494
0	R	2494
4	J	2574
4	R	2574
4	W	2575
0	R	2575
4	J	2640
4	R	2640
4	W	2640
0	R	2640
4	J	2703
4	R	2703
4	W	2703
0	R	2703
4	J	2717
4	R	2717
4	W	2717
0	R	2717
4	J	2718
4	R	2718
4	W	2719
0	R	2719
4	J	2729
4	R	2729
