1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	64
3	J	64
2	E	68
1	J	68
1	R	68
4	N	69
4	J	69
1	W	69
3	R	69
3	J	75
4	R	75
4	J	80
3	R	80
3	W	80
4	R	80
5	N	107
5	J	108
4	W	108
5	R	108
4	J	110
5	E	111
4	R	111
4	W	116
0	R	116
4	J	1590
4	R	1590
4	W	1590
0	R	1590
4	J	1599
4	R	1599
4	W	1599
0	R	1599
4	J	1614
4	R	1614
4	W	1614
0	R	1614
4	J	1718
4	R	1718
4	W	1718
0	R	1718
4	J	1756
4	R	1756
4	W	1756
0	R	1756
4	J	1773
4	R	1773
4	W	1773
0	R	1773
4	J	1993
4	R	1993
4	W	1993
0	R	1993
4	J	2325
4	R	2325
4	W	2325
0	R	2325
4	J	2337
4	R	2337
4	W	2337
0	R	2337
4	J	2370
4	R	2370
4	W	2370
0	R	2370
4	J	2379
4	R	2379
4	W	2379
0	R	2379
4	J	2645
4	R	2645
4	W	2645
0	R	2646
4	J	2673
4	R	2673
4	W	2673
0	R	2673
4	J	2675
4	R	2675
4	W	2675
0	R	2675
4	J	2684
4	R	2684
4	W	2684
0	R	2684
4	J	2697
4	R	2697
4	W	2697
0	R	2697
4	J	2710
4	R	2710
4	W	2710
0	R	2710
4	J	2718
4	R	2718
4	W	2719
0	R	2719
4	J	2750
4	R	2750
4	W	2750
0	R	2750
4	J	2875
4	R	2875
4	W	2875
0	R	2875
3	J	3074
3	R	3074
3	W	3074
0	R	3074
4	J	3133
4	R	3133
4	W	3133
0	R	3133
4	J	3140
4	R	3140
4	W	3141
0	R	3141
4	J	3143
4	R	3143
4	W	3143
0	R	3143
4	J	3159
4	R	3159
4	W	3159
0	R	3159
4	J	3164
4	R	3164
4	W	3164
0	R	3164
4	J	3183
4	R	3183
4	W	3184
0	R	3184
4	J	3194
4	R	3194
4	W	3194
0	R	3194
4	J	3395
4	R	3395
4	W	3396
0	R	3396
4	J	4545
4	R	4545
6	N	4547
6	J	4547
4	W	4548
6	R	4548
7	N	4552
7	J	4553
6	J	4553
7	R	4553
7	J	4565
6	R	4565
6	W	4565
7	R	4566
7	E	4604
6	J	4604
6	R	4604
8	N	4605
8	J	4606
6	W	4606
8	R	4606
8	E	4705
6	J	4705
6	R	4705
9	N	4706
9	J	4706
6	W	4706
9	R	4706
9	E	4732
6	J	4732
6	R	4732
10	N	4734
10	J	4735
6	W	4735
10	R	4735
10	E	4814
6	J	4814
6	R	4814
6	E	4816
4	J	4816
4	R	4816
11	N	4817
11	J	4817
4	W	4818
11	R	4818
4	J	4820
11	E	4820
4	R	4820
4	W	4821
0	R	4821
4	J	4973
4	R	4973
4	W	4973
0	R	4973
4	J	4980
4	R	4980
4	W	4980
0	R	4980
4	J	4993
4	R	4993
4	W	4993
0	R	4993
4	J	5002
4	R	5002
4	W	5002
0	R	5002
4	J	5150
4	R	5150
4	W	5150
0	R	5150
4	J	5161
4	R	5161
4	W	5161
0	R	5161
4	J	5235
4	R	5235
4	W	5241
0	R	5241
4	J	5388
4	R	5388
12	N	5389
12	J	5390
4	W	5390
12	R	5390
13	N	5391
13	J	5392
14	N	5392
14	J	5393
15	N	5393
15	J	5393
16	N	5393
16	J	5394
17	N	5394
17	J	5395
12	J	5395
17	R	5395
17	J	5400
16	R	5400
16	J	5405
15	R	5405
15	J	5410
14	R	5410
14	J	5415
13	R	5415
13	W	5415
17	R	5415
17	J	5420
16	R	5420
16	J	5425
15	R	5425
15	J	5430
14	R	5430
14	J	5435
12	R	5435
18	N	5435
18	J	5435
19	N	5435
19	J	5436
20	N	5436
20	J	5436
21	N	5437
21	J	5437
22	N	5437
22	J	5438
12	W	5439
22	R	5439
22	J	5444
21	R	5444
21	J	5449
